"@timestamp","header.status","header.alternativeIdentifier","header.actionId"
"Feb 2, 2023 @ 12:58:39.957",SUCCESS,QR4NA918808185BRIG3,124438752-ANALYZER_12044
"Feb 2, 2023 @ 12:58:38.110",SUCCESS,QR4OZ675310413BRIG3,124438734-ANALYZER_12045
"Feb 2, 2023 @ 12:58:37.957",SUCCESS,QR4QP031885386BRIG3,124438725-ANALYZER_12044
"Feb 2, 2023 @ 12:58:37.792",SUCCESS,QR4TE646683506BRIG3,124438735-ANALYZER_12044
"Feb 2, 2023 @ 12:58:37.552",SUCCESS,QR4QP048056145BRIG3,124438766-ANALYZER_14655
"Feb 2, 2023 @ 12:58:37.539",SUCCESS,QR4TE532078566BRIG3,124438748-ANALYZER_12045
"Feb 2, 2023 @ 12:58:37.103",SUCCESS,QR4OZ675310395BRIG3,124438728-ANALYZER_12045
"Feb 2, 2023 @ 12:58:37.102",SUCCESS,QR4PQ947467149BRIG3,124438288-ANALYZER_12045
"Feb 2, 2023 @ 12:58:37.102",SUCCESS,QR4NA920343503BRIG3,124438732-ANALYZER_12044
"Feb 2, 2023 @ 12:58:37.101",SUCCESS,QR4QP033952260BRIG3,124438731-ANALYZER_12044
"Feb 2, 2023 @ 12:58:36.732",SUCCESS,QR4NL349496331BRIG3,124438684-ANALYZER_12044
"Feb 2, 2023 @ 12:58:35.956",SUCCESS,QR4LX982843739CNIG3,124438698-ANALYZER_12044
"Feb 2, 2023 @ 12:58:35.885",SUCCESS,QR4QP007708292BRIG3,124438724-ANALYZER_12045
"Feb 2, 2023 @ 12:58:35.881",SUCCESS,QR4QP046396424BRIG3,124438722-ANALYZER_12044
"Feb 2, 2023 @ 12:58:35.100",SUCCESS,QR4QC292579028BRIG3,124438699-ANALYZER_12044
"Feb 2, 2023 @ 12:58:34.957",SUCCESS,QR4QM653308510BRIG3,124438716-ANALYZER_12044
"Feb 2, 2023 @ 12:58:34.143",SUCCESS,QR4NA904237007BRIG3,124438710-ANALYZER_12045
"Feb 2, 2023 @ 12:58:34.110",SUCCESS,QR4TE068435646BRIG3,124438709-ANALYZER_12045
"Feb 2, 2023 @ 12:58:34.099",SUCCESS,QR4TE160412678BRIG3,124438679-ANALYZER_12047
"Feb 2, 2023 @ 12:58:33.958",SUCCESS,QR4NA890638780BRIG3,124438700-ANALYZER_12045
"Feb 2, 2023 @ 12:58:33.882",SUCCESS,QR4QM948759735BRIG3,124438692-ANALYZER_12044
"Feb 2, 2023 @ 12:58:33.741",SUCCESS,QR4TE497444385BRIG3,124438723-ANALYZER_12045
"Feb 2, 2023 @ 12:58:33.557",SUCCESS,QR4LX982983841CNIG3,124438704-ANALYZER_12044
"Feb 2, 2023 @ 12:58:33.551",SUCCESS,QR4TE574373290BRIG3,124438697-ANALYZER_12045
"Feb 2, 2023 @ 12:58:33.110",SUCCESS,QR4TE307628385BRIG3,124438678-ANALYZER_12045
"Feb 2, 2023 @ 12:58:32.958",SUCCESS,QR4TE068435646BRIG3,124438703-ANALYZER_12044
"Feb 2, 2023 @ 12:58:32.957",SUCCESS,QR4TE689259435BRIG3,124438690-ANALYZER_12044
"Feb 2, 2023 @ 12:58:32.884",SUCCESS,QR4TE574373290BRIG3,124438691-ANALYZER_12044
"Feb 2, 2023 @ 12:58:32.883",SUCCESS,QR4TE672266605BRIG3,124438685-ANALYZER_12044
"Feb 2, 2023 @ 12:58:32.103",SUCCESS,QR4QM945525325BRIG3,124438626-ANALYZER_12044
"Feb 2, 2023 @ 12:58:31.958",SUCCESS,QR4TE651782064BRIG3,124438687-ANALYZER_12045
"Feb 2, 2023 @ 12:58:31.882",SUCCESS,QR4TE544041055BRIG3,124438674-ANALYZER_12045
"Feb 2, 2023 @ 12:58:31.552",SUCCESS,QR4QC502590445BRIG3,124438686-ANALYZER_12047
"Feb 2, 2023 @ 12:58:31.143",SUCCESS,QR4OZ212162774BRIG3,124438676-ANALYZER_12045
"Feb 2, 2023 @ 12:58:29.958",SUCCESS,QR4NA917384539BRIG3,124438652-ANALYZER_12044
"Feb 2, 2023 @ 12:58:29.957",SUCCESS,QR4NA896499763BRIG3,124438682-ANALYZER_12045
"Feb 2, 2023 @ 12:58:28.959",SUCCESS,QR4NA919966470BRIG3,124438670-ANALYZER_12044
"Feb 2, 2023 @ 12:58:28.946",SUCCESS,QR4OD877201836BRIG3,124438663-ANALYZER_12044
"Feb 2, 2023 @ 12:58:28.539",SUCCESS,QR4OZ922486270BRIG3,124438654-ANALYZER_12044
"Feb 2, 2023 @ 12:58:27.958",SUCCESS,QR4TE670310717BRIG3,124438646-ANALYZER_12045
"Feb 2, 2023 @ 12:58:27.957",SUCCESS,QR4TE701845643BRIG3,124438669-ANALYZER_12045
"Feb 2, 2023 @ 12:58:27.957",SUCCESS,QR4OV283259944BRIG3,124438665-ANALYZER_12044
"Feb 2, 2023 @ 12:58:27.739",SUCCESS,QR4QB948928845BRIG3,124438659-ANALYZER_12045
"Feb 2, 2023 @ 12:58:26.961",SUCCESS,QR4OZ922486270BRIG3,124438658-ANALYZER_12045
"Feb 2, 2023 @ 12:58:26.961",SUCCESS,QR4QP007083163BRIG3,124438664-ANALYZER_12044
"Feb 2, 2023 @ 12:58:26.883",SUCCESS,QR4OV341302321BRIG3,124438653-ANALYZER_12045
"Feb 2, 2023 @ 12:58:25.957",SUCCESS,QR4QC462252711BRIG3,124438629-ANALYZER_12044
"Feb 2, 2023 @ 12:58:25.883",SUCCESS,QR4QP031696674BRIG3,124438650-ANALYZER_12045
"Feb 2, 2023 @ 12:58:25.882",SUCCESS,QR4SM054697531BRIG3,124438612-ANALYZER_7542
"Feb 2, 2023 @ 12:58:25.731",SUCCESS,QR4TE526012605BRIG3,124438621-ANALYZER_12044
"Feb 2, 2023 @ 12:58:25.623",SUCCESS,QR4OV343394952BRIG3,124438651-ANALYZER_12044
"Feb 2, 2023 @ 12:58:24.957",SUCCESS,QR4QB197984682BRIG3,124438643-ANALYZER_12045
"Feb 2, 2023 @ 12:58:24.957",SUCCESS,QR4QM972564111BRIG3,124438623-ANALYZER_12044
"Feb 2, 2023 @ 12:58:24.957",SUCCESS,QR4OZ632104140BRIG3,124438585-ANALYZER_12045
"Feb 2, 2023 @ 12:58:24.791",SUCCESS,QR4TE656896324BRIG3,124438657-ANALYZER_12045
"Feb 2, 2023 @ 12:58:24.551",SUCCESS,QR4QC494077280BRIG3,124438634-ANALYZER_12044
"Feb 2, 2023 @ 12:58:23.959",SUCCESS,QR4TE646844279BRIG3,124438639-ANALYZER_13176
"Feb 2, 2023 @ 12:58:23.959",SUCCESS,QR4TE590026890BRIG3,124438640-ANALYZER_12044
"Feb 2, 2023 @ 12:58:23.882",SUCCESS,QR4QC522089785BRIG3,124438637-ANALYZER_12044
"Feb 2, 2023 @ 12:58:23.882",SUCCESS,QR4QC621362275BRIG3,124438648-ANALYZER_12045
"Feb 2, 2023 @ 12:58:23.111",SUCCESS,QR4CH176419991USIG3,124438642-ANALYZER_12045
"Feb 2, 2023 @ 12:58:22.958",SUCCESS,QR4QC512282435BRIG3,124438632-ANALYZER_12044
"Feb 2, 2023 @ 12:58:22.622",SUCCESS,QR4TE351374835BRIG3,124438647-ANALYZER_12045
"Feb 2, 2023 @ 12:58:22.540",SUCCESS,QR4QP046166474BRIG3,124438543-ANALYZER_12045
"Feb 2, 2023 @ 12:58:22.540",SUCCESS,QR4QM782235945BRIG3,124438628-ANALYZER_12044
"Feb 2, 2023 @ 12:58:21.883",SUCCESS,QR4OU921894445BRIG3,124438630-ANALYZER_12044
"Feb 2, 2023 @ 12:58:21.882",SUCCESS,QR4NA921127063BRIG3,124438597-ANALYZER_12045
"Feb 2, 2023 @ 12:58:21.882",SUCCESS,QR4QC480723726BRIG3,124438627-ANALYZER_12044
"Feb 2, 2023 @ 12:58:21.623",SUCCESS,QR4QC582017746BRIG3,124438599-ANALYZER_12045
"Feb 2, 2023 @ 12:58:20.956",SUCCESS,QR4QC272873842BRIG3,124438614-ANALYZER_12044
"Feb 2, 2023 @ 12:58:20.556",SUCCESS,QR4OQ818952919BRIG3,124438610-ANALYZER_12044
"Feb 2, 2023 @ 12:58:20.110",SUCCESS,QR4QM997270762BRIG3,124438624-ANALYZER_12044
"Feb 2, 2023 @ 12:58:20.099",SUCCESS,QR4TE650937992BRIG3,124438539-ANALYZER_12045
"Feb 2, 2023 @ 12:58:19.892",SUCCESS,QR4TE646844279BRIG3,124438639-ANALYZER_13177
"Feb 2, 2023 @ 12:58:19.892",SUCCESS,QR4QP042099638BRIG3,124438595-ANALYZER_12044
"Feb 2, 2023 @ 12:58:19.539",SUCCESS,QR4TE669013067BRIG3,124438590-ANALYZER_12044
"Feb 2, 2023 @ 12:58:18.883",SUCCESS,QR4QP047001729BRIG3,124438606-ANALYZER_12044
"Feb 2, 2023 @ 12:58:18.824",SUCCESS,QR4QP047916801BRIG3,124438603-ANALYZER_12047
"Feb 2, 2023 @ 12:58:17.883",SUCCESS,QR4TE590063226BRIG3,124438616-ANALYZER_12044
"Feb 2, 2023 @ 12:58:17.556",SUCCESS,QR4QP008938924BRIG3,124438584-ANALYZER_12045
"Feb 2, 2023 @ 12:58:16.882",SUCCESS,QR4TE687392701BRIG3,124438546-ANALYZER_12044
"Feb 2, 2023 @ 12:58:16.882",SUCCESS,QR4NL349462338BRIG3,124438545-ANALYZER_12045
"Feb 2, 2023 @ 12:58:16.882",SUCCESS,QR4NL352125450BRIG3,124438582-ANALYZER_12044
"Feb 2, 2023 @ 12:58:16.882",SUCCESS,QR4OQ818952919BRIG3,124438618-ANALYZER_12045
"Feb 2, 2023 @ 12:58:16.795",SUCCESS,QR4TE656856206BRIG3,124438589-ANALYZER_12044
"Feb 2, 2023 @ 12:58:16.622",SUCCESS,QR4QP022607027BRIG3,124438593-ANALYZER_12045
"Feb 2, 2023 @ 12:58:15.956",SUCCESS,QR4TE341671635BRIG3,124438591-ANALYZER_12045
"Feb 2, 2023 @ 12:58:15.792",SUCCESS,QR4TE649513112BRIG3,124438556-ANALYZER_12044
"Feb 2, 2023 @ 12:58:15.551",SUCCESS,QR4QM997040923BRIG3,124438579-ANALYZER_12045
"Feb 2, 2023 @ 12:58:15.142",SUCCESS,QR4OZ704792471BRIG3,124438574-ANALYZER_12045
"Feb 2, 2023 @ 12:58:15.110",SUCCESS,QR4NA920227003BRIG3,124438573-ANALYZER_12044
"Feb 2, 2023 @ 12:58:14.957",SUCCESS,QR4OT060757225BRIG3,124438557-ANALYZER_12044
"Feb 2, 2023 @ 12:58:14.885",SUCCESS,QR4TE649513126BRIG3,124438568-ANALYZER_12044
"Feb 2, 2023 @ 12:58:14.882",SUCCESS,QR4TE649513143BRIG3,124438564-ANALYZER_12044
"Feb 2, 2023 @ 12:58:14.882",SUCCESS,QR4NA913772780BRIG3,124438563-ANALYZER_12045
"Feb 2, 2023 @ 12:58:14.738",SUCCESS,QR4QP048010143BRIG3,124438549-ANALYZER_12045
"Feb 2, 2023 @ 12:58:14.622",SUCCESS,QR4TE649513157BRIG3,124438575-ANALYZER_12045
"Feb 2, 2023 @ 12:58:14.110",SUCCESS,QR4SM970895760BRIG3,124438570-ANALYZER_7540
"Feb 2, 2023 @ 12:58:13.957",SUCCESS,QR4OV203435996BRIG3,124438105-ANALYZER_12045
"Feb 2, 2023 @ 12:58:13.882",SUCCESS,QR4TE649513109BRIG3,124438541-ANALYZER_12044
"Feb 2, 2023 @ 12:58:13.791",SUCCESS,QR4LB563005056HKIG3,124438567-ANALYZER_12045
"Feb 2, 2023 @ 12:58:13.756",SUCCESS,QR4QP049887983BRIG3,124438537-ANALYZER_12047
"Feb 2, 2023 @ 12:58:13.101",SUCCESS,QR4TE649513157BRIG3,124438538-ANALYZER_12044
"Feb 2, 2023 @ 12:58:12.959",SUCCESS,QR4TE649513130BRIG3,124438547-ANALYZER_12044
"Feb 2, 2023 @ 12:58:12.882",SUCCESS,QR4LB562892964HKIG3,124438552-ANALYZER_12045
"Feb 2, 2023 @ 12:58:12.552",SUCCESS,QR4TE565238305BRIG3,124438534-ANALYZER_12045
"Feb 2, 2023 @ 12:58:10.957",SUCCESS,QR4SM344762684BRIG3,124438566-ANALYZER_7542
"Feb 2, 2023 @ 12:58:10.883",SUCCESS,QR4TE700204847BRIG3,124438532-ANALYZER_12044
"Feb 2, 2023 @ 12:58:10.110",SUCCESS,QR4NA914760672BRIG3,124438529-ANALYZER_12044
"Feb 2, 2023 @ 12:58:09.792",SUCCESS,QR4OZ917292506BRIG3,124438530-ANALYZER_12044
"Feb 2, 2023 @ 12:58:08.745",SUCCESS,QR4QC565409773BRIG3,124438526-ANALYZER_12045
"Feb 2, 2023 @ 12:58:07.957",SUCCESS,QR4NL347784074BRIG3,124438524-ANALYZER_12045
"Feb 2, 2023 @ 12:58:07.556",SUCCESS,QR4TE466524052BRIG3,124438520-ANALYZER_12045
"Feb 2, 2023 @ 12:58:07.111",SUCCESS,QR4NL346160470BRIG3,124438458-ANALYZER_12044
"Feb 2, 2023 @ 12:58:06.958",SUCCESS,QR4NA919137985BRIG3,124438518-ANALYZER_12044
"Feb 2, 2023 @ 12:58:06.102",SUCCESS,QR4TE021839563BRIG3,124438498-ANALYZER_12044
"Feb 2, 2023 @ 12:58:05.956",SUCCESS,QR4QC315916485BRIG3,124438467-ANALYZER_12044
"Feb 2, 2023 @ 12:58:05.556",SUCCESS,QR4TE461423471BRIG3,124438421-ANALYZER_12045
"Feb 2, 2023 @ 12:58:03.957",SUCCESS,QR4NA918365964BRIG3,124438504-ANALYZER_12045
"Feb 2, 2023 @ 12:58:03.100",SUCCESS,QR4OZ966129268BRIG3,124438491-ANALYZER_12044
"Feb 2, 2023 @ 12:58:02.957",SUCCESS,QR4QC342318606BRIG3,124438503-ANALYZER_12045
"Feb 2, 2023 @ 12:58:02.882",SUCCESS,QR4QP004537660BRIG3,124438494-ANALYZER_12044
"Feb 2, 2023 @ 12:58:02.881",SUCCESS,QR4QM990982162BRIG3,124438423-ANALYZER_12045
"Feb 2, 2023 @ 12:58:02.472",SUCCESS,QR4TE565138038BRIG3,124438404-ANALYZER_12044
"Feb 2, 2023 @ 12:58:01.957",SUCCESS,QR4QP004796205BRIG3,124438499-ANALYZER_12045
"Feb 2, 2023 @ 12:58:01.732",SUCCESS,QR4OZ966129268BRIG3,124438493-ANALYZER_12045
"Feb 2, 2023 @ 12:58:01.557",SUCCESS,QR4QH292179215BRIG3,124438480-ANALYZER_12044
"Feb 2, 2023 @ 12:58:00.882",SUCCESS,QR4QC131074394BRIG3,124438488-ANALYZER_12045
"Feb 2, 2023 @ 12:57:59.883",SUCCESS,QR4OV389840435BRIG3,124438479-ANALYZER_12045
"Feb 2, 2023 @ 12:57:59.882",SUCCESS,QR4OZ966129268BRIG3,124438491-ANALYZER_13827
"Feb 2, 2023 @ 12:57:57.946",SUCCESS,QR4TE310774635BRIG3,124438476-ANALYZER_12045
"Feb 2, 2023 @ 12:57:57.882",SUCCESS,QR4NA910747432BRIG3,124438460-ANALYZER_12044
"Feb 2, 2023 @ 12:57:57.472",SUCCESS,QR4NA911601650BRIG3,124438465-ANALYZER_12045
"Feb 2, 2023 @ 12:57:56.957",SUCCESS,QR4TE381449308BRIG3,124438461-ANALYZER_12045
"Feb 2, 2023 @ 12:57:56.957",SUCCESS,QR4TE565842508BRIG3,124438471-ANALYZER_12045
"Feb 2, 2023 @ 12:57:56.957",SUCCESS,QR4NA918812914BRIG3,124438459-ANALYZER_12044
"Feb 2, 2023 @ 12:57:56.881",SUCCESS,QR4QP043837635BRIG3,124438462-ANALYZER_12044
"Feb 2, 2023 @ 12:57:56.100",SUCCESS,QR4QC380255380BRIG3,124438446-ANALYZER_12044
"Feb 2, 2023 @ 12:57:55.882",SUCCESS,QR4TE195319510BRIG3,124438453-ANALYZER_12044
"Feb 2, 2023 @ 12:57:55.792",SUCCESS,QR4TE565911469BRIG3,124438448-ANALYZER_12045
"Feb 2, 2023 @ 12:57:55.553",SUCCESS,QR4NA902593990BRIG3,124438455-ANALYZER_12044
"Feb 2, 2023 @ 12:57:55.472",SUCCESS,QR4NA918159154BRIG3,124438442-ANALYZER_12044
"Feb 2, 2023 @ 12:57:54.957",SUCCESS,QR4NA912620377BRIG3,124438434-ANALYZER_12044
"Feb 2, 2023 @ 12:57:54.540",SUCCESS,QR4TE638270865BRIG3,124438370-ANALYZER_12044
"Feb 2, 2023 @ 12:57:54.110",SUCCESS,QR4QM999116372BRIG3,124438415-ANALYZER_12047
"Feb 2, 2023 @ 12:57:53.957",SUCCESS,QR4OV339781354BRIG3,124438437-ANALYZER_12045
"Feb 2, 2023 @ 12:57:53.825",SUCCESS,QR4OV390583671BRIG3,124438397-ANALYZER_7181
"Feb 2, 2023 @ 12:57:53.111",SUCCESS,QR4QM977480625BRIG3,124438425-ANALYZER_12044
"Feb 2, 2023 @ 12:57:52.884",SUCCESS,QR4TE036885989BRIG3,124438439-ANALYZER_12044
"Feb 2, 2023 @ 12:57:52.884",SUCCESS,QR4OV287424690BRIG3,124438360-ANALYZER_12045
"Feb 2, 2023 @ 12:57:52.557",SUCCESS,QR4TE651505698BRIG3,124438431-ANALYZER_12044
"Feb 2, 2023 @ 12:57:52.557",SUCCESS,QR4LX029285715MUIG3,124438419-ANALYZER_12044
"Feb 2, 2023 @ 12:57:52.143",SUCCESS,QR4NA904463604BRIG3,124438411-ANALYZER_12044
"Feb 2, 2023 @ 12:57:51.957",SUCCESS,QR4QM943927785BRIG3,124438417-ANALYZER_12044
"Feb 2, 2023 @ 12:57:51.881",SUCCESS,QR4TE645708113BRIG3,124438429-ANALYZER_12044
"Feb 2, 2023 @ 12:57:51.791",SUCCESS,QR4QC370156073BRIG3,124438364-ANALYZER_12045
"Feb 2, 2023 @ 12:57:50.957",SUCCESS,QR4TE550106467BRIG3,124438407-ANALYZER_12044
"Feb 2, 2023 @ 12:57:50.956",SUCCESS,QR4QM985115332BRIG3,124438402-ANALYZER_12044
"Feb 2, 2023 @ 12:57:50.887",SUCCESS,QR4QC319826207BRIG3,124438400-ANALYZER_12044
"Feb 2, 2023 @ 12:57:50.883",SUCCESS,QR4QP026757455BRIG3,124438420-ANALYZER_12044
"Feb 2, 2023 @ 12:57:50.736",SUCCESS,QR4QM943927785BRIG3,124438426-ANALYZER_12045
"Feb 2, 2023 @ 12:57:50.144",SUCCESS,QR4QM999116372BRIG3,124438409-ANALYZER_12044
"Feb 2, 2023 @ 12:57:49.882",SUCCESS,QR4NA916697456BRIG3,124438372-ANALYZER_12045
"Feb 2, 2023 @ 12:57:49.882",SUCCESS,QR4TE482126385BRIG3,124438391-ANALYZER_7181
"Feb 2, 2023 @ 12:57:49.791",SUCCESS,QR4QP033110264BRIG3,124438374-ANALYZER_12044
"Feb 2, 2023 @ 12:57:48.884",SUCCESS,QR4QP019524795BRIG3,124438382-ANALYZER_12044
"Feb 2, 2023 @ 12:57:48.883",SUCCESS,QR4QP036328915BRIG3,124438387-ANALYZER_12044
"Feb 2, 2023 @ 12:57:48.882",SUCCESS,QR4NL347268835BRIG3,124438356-ANALYZER_12045
"Feb 2, 2023 @ 12:57:47.957",SUCCESS,QR4TE674832118BRIG3,124438339-ANALYZER_12045
"Feb 2, 2023 @ 12:57:47.882",SUCCESS,QR4OV218635605BRIG3,124438373-ANALYZER_12044
"Feb 2, 2023 @ 12:57:47.143",SUCCESS,QR4OV372280538BRIG3,124438377-ANALYZER_12044
"Feb 2, 2023 @ 12:57:46.959",SUCCESS,QR4NA920033444BRIG3,124438365-ANALYZER_12044
"Feb 2, 2023 @ 12:57:46.883",SUCCESS,QR4QP041889881BRIG3,124438378-ANALYZER_12044
"Feb 2, 2023 @ 12:57:46.882",SUCCESS,QR4QP041889881BRIG3,124438384-ANALYZER_12047
"Feb 2, 2023 @ 12:57:46.106",SUCCESS,QR4NA915245335BRIG3,124438383-ANALYZER_12045
"Feb 2, 2023 @ 12:57:45.824",SUCCESS,QR4OZ277114755BRIG3,124438369-ANALYZER_12045
"Feb 2, 2023 @ 12:57:45.740",SUCCESS,QR4QC542242868BRIG3,124438357-ANALYZER_12044
"Feb 2, 2023 @ 12:57:45.539",SUCCESS,QR4QM658127165BRIG3,124438361-ANALYZER_12044
"Feb 2, 2023 @ 12:57:45.106",SUCCESS,QR4TE598239122BRIG3,124438390-ANALYZER_7181
"Feb 2, 2023 @ 12:57:44.957",SUCCESS,QR4TE538958722BRIG3,124438399-ANALYZER_7181
"Feb 2, 2023 @ 12:57:44.882",SUCCESS,QR4QP043092636BRIG3,124438330-ANALYZER_12044
"Feb 2, 2023 @ 12:57:44.792",SUCCESS,QR4NL340389180BRIG3,124438281-ANALYZER_12044
"Feb 2, 2023 @ 12:57:44.142",SUCCESS,QR4QP048064518BRIG3,124438338-ANALYZER_12044
"Feb 2, 2023 @ 12:57:44.110",SUCCESS,QR4LB790273636HKIG3,124438344-ANALYZER_12044
"Feb 2, 2023 @ 12:57:44.103",SUCCESS,QR4TE432790181BRIG3,124438389-ANALYZER_7181
"Feb 2, 2023 @ 12:57:44.102",SUCCESS,QR4QP046155560BRIG3,124438300-ANALYZER_12044
"Feb 2, 2023 @ 12:57:43.884",SUCCESS,QR4OD995207912BRIG3,124438332-ANALYZER_12045
"Feb 2, 2023 @ 12:57:43.793",SUCCESS,QR4TE645846769BRIG3,124438394-ANALYZER_7181
"Feb 2, 2023 @ 12:57:43.743",SUCCESS,QR4TE656895350BRIG3,124438396-ANALYZER_7181
"Feb 2, 2023 @ 12:57:43.556",SUCCESS,QR4QP031409016BRIG3,124438347-ANALYZER_12044
"Feb 2, 2023 @ 12:57:43.540",SUCCESS,QR4QP033577065BRIG3,124438317-ANALYZER_12044
"Feb 2, 2023 @ 12:57:43.110",SUCCESS,QR4OV355977350BRIG3,124438342-ANALYZER_12045
"Feb 2, 2023 @ 12:57:42.956",SUCCESS,QR4QB919281245BRIG3,124438345-ANALYZER_12045
"Feb 2, 2023 @ 12:57:42.552",SUCCESS,QR4OV220097176BRIG3,124438392-ANALYZER_7181
"Feb 2, 2023 @ 12:57:42.539",SUCCESS,QR4OV273557926BRIG3,124438323-ANALYZER_12044
"Feb 2, 2023 @ 12:57:42.100",SUCCESS,QR4TE328069810BRIG3,124438278-ANALYZER_12044
"Feb 2, 2023 @ 12:57:41.957",SUCCESS,QR4OV311512410BRIG3,124438355-ANALYZER_12045
"Feb 2, 2023 @ 12:57:41.957",SUCCESS,QR4OQ618420336BRIG3,124438321-ANALYZER_12045
"Feb 2, 2023 @ 12:57:41.885",SUCCESS,QR4QC438680082BRIG3,124438329-ANALYZER_12044
"Feb 2, 2023 @ 12:57:41.883",SUCCESS,QR4QB816033992BRIG3,124438328-ANALYZER_12045
"Feb 2, 2023 @ 12:57:41.882",SUCCESS,QR4QP039554408BRIG3,124438341-ANALYZER_12045
"Feb 2, 2023 @ 12:57:41.825",SUCCESS,QR4TE702325613BRIG3,124438398-ANALYZER_7181
"Feb 2, 2023 @ 12:57:41.552",SUCCESS,QR4NA887709296BRIG3,124438320-ANALYZER_12044
"Feb 2, 2023 @ 12:57:41.143",SUCCESS,QR4NA913570898BRIG3,124438263-ANALYZER_12044
"Feb 2, 2023 @ 12:57:41.101",SUCCESS,QR4TE692998900BRIG3,124438312-ANALYZER_12044
"Feb 2, 2023 @ 12:57:40.958",SUCCESS,QR4TE550120367BRIG3,124438336-ANALYZER_12045
"Feb 2, 2023 @ 12:57:40.110",SUCCESS,QR4OV274878105BRIG3,124438310-ANALYZER_12044
"Feb 2, 2023 @ 12:57:40.100",SUCCESS,QR4LB563258585HKIG3,124438322-ANALYZER_12045
"Feb 2, 2023 @ 12:57:39.957",SUCCESS,QR4QP004712275BRIG3,124438301-ANALYZER_12045
"Feb 2, 2023 @ 12:57:39.883",SUCCESS,QR4OZ898919185BRIG3,124438318-ANALYZER_12045
"Feb 2, 2023 @ 12:57:38.961",SUCCESS,QR4QM698342683BRIG3,124438309-ANALYZER_12045
"Feb 2, 2023 @ 12:57:38.882",SUCCESS,QR4QM989215923BRIG3,124438308-ANALYZER_12045
"Feb 2, 2023 @ 12:57:38.754",SUCCESS,QR4TE692154523BRIG3,124438307-ANALYZER_12044
"Feb 2, 2023 @ 12:57:38.552",SUCCESS,QR4QP007708292BRIG3,124438292-ANALYZER_12044
"Feb 2, 2023 @ 12:57:38.110",SUCCESS,QR4OZ230664199BRIG3,124438295-ANALYZER_12044
"Feb 2, 2023 @ 12:57:37.959",SUCCESS,QR4TE557251251BRIG3,124438311-ANALYZER_12044
"Feb 2, 2023 @ 12:57:37.892",SUCCESS,QR4OV274878105BRIG3,124438313-ANALYZER_12045
"Feb 2, 2023 @ 12:57:37.883",SUCCESS,QR4NL347634551BRIG3,124438289-ANALYZER_12044
"Feb 2, 2023 @ 12:57:37.825",SUCCESS,QR4NA920344469BRIG3,124438303-ANALYZER_12044
"Feb 2, 2023 @ 12:57:37.100",SUCCESS,QR4QM075413717BRIG3,124438305-ANALYZER_12045
"Feb 2, 2023 @ 12:57:36.957",SUCCESS,QR4QP005039958BRIG3,124438213-ANALYZER_12045
"Feb 2, 2023 @ 12:57:35.957",SUCCESS,QR4TE641659902BRIG3,124438276-ANALYZER_12044
"Feb 2, 2023 @ 12:57:35.882",SUCCESS,QR4TE563945513BRIG3,124438265-ANALYZER_12044
"Feb 2, 2023 @ 12:57:35.792",SUCCESS,QR4QM995737169BRIG3,124438284-ANALYZER_12044
"Feb 2, 2023 @ 12:57:34.959",SUCCESS,QR4OZ675310413BRIG3,124438277-ANALYZER_12044
"Feb 2, 2023 @ 12:57:34.957",SUCCESS,QR4QC356511754BRIG3,124438268-ANALYZER_12044
"Feb 2, 2023 @ 12:57:34.885",SUCCESS,QR4QP033097112BRIG3,124438274-ANALYZER_12044
"Feb 2, 2023 @ 12:57:34.883",SUCCESS,QR4OZ631925563BRIG3,124438272-ANALYZER_12044
"Feb 2, 2023 @ 12:57:34.881",SUCCESS,QR4OZ675310395BRIG3,124438273-ANALYZER_12044
"Feb 2, 2023 @ 12:57:34.100",SUCCESS,QR4NA890638780BRIG3,124438269-ANALYZER_12044
"Feb 2, 2023 @ 12:57:33.957",SUCCESS,QR4TE534501631BRIG3,124438257-ANALYZER_12045
"Feb 2, 2023 @ 12:57:33.945",SUCCESS,QR4QM536005493BRIG3,124438225-ANALYZER_12047
"Feb 2, 2023 @ 12:57:33.792",SUCCESS,QR4TE599326905BRIG3,124438240-ANALYZER_12044
"Feb 2, 2023 @ 12:57:33.750",SUCCESS,QR4QM944944312BRIG3,124438259-ANALYZER_12044
"Feb 2, 2023 @ 12:57:33.472",SUCCESS,QR4TE561180517BRIG3,124438262-ANALYZER_12044
"Feb 2, 2023 @ 12:57:32.143",SUCCESS,QR4QP004725827BRIG3,124438260-ANALYZER_12044
"Feb 2, 2023 @ 12:57:32.100",SUCCESS,QR4QP029421778BRIG3,124438258-ANALYZER_12045
"Feb 2, 2023 @ 12:57:31.956",SUCCESS,QR4LX983262987CNIG3,124438253-ANALYZER_12047
"Feb 2, 2023 @ 12:57:31.883",SUCCESS,QR4QB900780782BRIG3,124437818-ANALYZER_12045
"Feb 2, 2023 @ 12:57:31.622",SUCCESS,QR4NA913068805BRIG3,124438235-ANALYZER_12044
"Feb 2, 2023 @ 12:57:31.473",SUCCESS,QR4LY264777835DKIG3,124438254-ANALYZER_12044
"Feb 2, 2023 @ 12:57:30.958",SUCCESS,QR4TE524745183BRIG3,124438255-ANALYZER_12045
"Feb 2, 2023 @ 12:57:30.888",SUCCESS,QR4QC502590445BRIG3,124438248-ANALYZER_12044
"Feb 2, 2023 @ 12:57:30.888",SUCCESS,QR4NA918747212BRIG3,124438244-ANALYZER_12044
